id,nev,tipus,kanonikus
4483,projektlogisztika,feladat,
4486,vezetési tapasztalat,elvaras,
4488,HoReCa szektori ismeretek,elvaras,
4492,nemzetközi fuvarszervezés,elvaras,
4493,szállítmányozás,feladat,
4496,kapcsolatépítés,soft,
4497,gyors döntéshozatal,soft,
4499,nemzetközi közúti fuvarszervezés,feladat,
4500,szállítmánykoordinálás,feladat,
4501,kapacitáskeresés és -biztosítás,feladat,
4502,alvállalkozó-menedzselés,feladat,
4504,menetrend-menedzselés,feladat,
4505,forgalomirányítás,feladat,
4506,járművezetők irányítása,feladat,
4508,döntéshozatali képesség,soft,
4509,szállítmánynyo monkövetés,feladat,
4510,adatbevitel és -frissítés,feladat,
4511,logisztikai rendszerek kezelése,eszkoz,
4514,diszpécser munka,feladat,
4515,számítástechnikai alapismeretek,elvaras,
4519,rendszer-ügyelet,feladat,
4520,vagyonvédelmi ismeretek,elvaras,
4522,szakképzés,elvaras,
4523,utasellátás koordinálása,feladat,
4525,problémamegoldó képesség,soft,
4526,szervezőképesség,soft,
4529,gépjármű-diszpécser munka,feladat,
4530,szállítmányozási ügyintézés,feladat,
4531,vegyipari termékismeretek,elvaras,
4532,nemzetközi szállítmányozás,feladat,
4533,fuvarozási kapacitások értékesítése,feladat,
4534,fuvarmegbízások szervezése,feladat,
4535,alvállalkozó-keresés,feladat,
4536,belföldi és nemzetközi fuvarszervezés,feladat,
4538,IT Support,elvaras,
4539,Service Desk,elvaras,
4540,Windows operációs rendszer,eszkoz,
4541,Microsoft 365,eszkoz,
4542,hardver-hibaelhárítás,feladat,
4543,szoftver-hibaelhárítás,feladat,
4544,felhasználói fiókok kezelése,feladat,
4546,légi szállítmányozás,elvaras,
4548,szállítmányozási dokumentáció,feladat,
4553,termékinformáció nyújtása,feladat,
4556,rendelések rögzítése,feladat,
4557,rendelések nyomon követése,feladat,
4559,szállítási feladatok kezelése,feladat,
4567,termékbeállítás támogatása,feladat,
4569,ügyfélkérdések kezelése,feladat,
4570,ügyfélmegelégedettség biztosítása,soft,
4572,IT helpdesk,feladat,
4579,nemzetközi környezetben való munka,soft,
4580,kínai nyelv,elvaras,
4581,ügyfélkérések kezelése telefonon,feladat,
4582,ügyfélkérések kezelése e-mailen,feladat,
4583,ügyfélkérések kezelése chaten,feladat,
4584,közösségi média kezelése,feladat,
4585,e-mail alapú ügyfélszolgálat,feladat,
4588,adatbevitel,feladat,
4589,kimenő telemarketing,feladat,
4592,adminisztratív munka,feladat,
4599,szállítói adminisztráció,feladat,
4601,dokumentáció pontossága,soft,
4605,email kommunikáció,feladat,
4612,live chat támogatás,feladat,
4620,online csatornákon való kommunikáció,feladat,
4621,igényfelmérés,feladat,
4626,önálló munka,soft,
4628,telemarketing,feladat,
4633,folyamatkezelés,feladat,
4638,pénzügyi tanácsadás,feladat,
4646,hardver ismeretek,elvaras,
4647,rendszerintegráció,feladat,
4654,ügyfélszolgálati feladatok ellátása,feladat,
4655,telefonos ügyfélkezelés,feladat,
4656,email válaszadás,feladat,
4657,chat kezelés,feladat,
4659,időpontfoglalás kezelése,feladat,
4662,telefonos támogatás,feladat,
4666,behajtási munka,feladat,
4672,videóhívás kezelése,feladat,
4675,technikai jártasság,elvaras,
4678,ellátási lánc ismerete,elvaras,
4681,pénzügyi igények felmérése,feladat,
4684,érettségi,elvaras,
4685,home office munka,soft,
4692,folyamatos fejlődés,soft,
4699,támogatás nyújtása,feladat,
4704,belső koordináció,feladat,
4705,szállítmányozási tapasztalat,elvaras,
4706,nemzetközi szállítások szervezése,feladat,
4707,légi szállítmányok kezelése,feladat,
4708,tengeri szállítmányok kezelése,feladat,
4709,közúti szállítmányok kezelése,feladat,
4710,fuvarozó kommunikáció,feladat,
4711,logisztikai dokumentáció,feladat,
4715,gyakorlati képzés,feladat,
4717,technikai ügyfélszolgálat,feladat,
4723,tartalékalkatrész menedzselése,feladat,
4724,globális operációs ismeretek,elvaras,
4725,norvég nyelv,elvaras,
4726,első vonalbeli támogatás,feladat,
4729,ügyfélkapcsolati kommunikáció,feladat,
4733,magyar nyelvű kommunikáció,elvaras,
4735,tartalommoderálás,feladat,
4736,nemzetközi munkavégzés,elvaras,
4738,riportok és kimutatások készítése,feladat,
4739,Office / Office 365,eszkoz,
4740,asszisztensi tapasztalat,elvaras,
4741,irodavezetői tapasztalat,elvaras,
4742,adatelemzési tapasztalat,elvaras,
4743,projektkoordinációs tapasztalat,elvaras,
4744,adminisztratív feladatok koordinálása,feladat,
4745,háttérfolyamatok menedzselése,feladat,
4747,szervezeti hatékonyság javítása,soft,
4748,kapcsolattartás szállítókkal,feladat,
4749,logisztikai koordináció,feladat,
4750,takarmánypiac ismerete,elvaras,
4751,szállítmányadatok rögzítése,feladat,
4752,fuvarozók és raktárak kezelése,feladat,
4753,számlázás és költségelszámolás,feladat,
4755,reklamáció- és kárügy adminisztrációja,feladat,
4756,paletta elszámolás,feladat,
4758,iratmegsemmisítés,feladat,
4759,irodai és takarítószerek beszerzése,feladat,
4761,munkavédelmi oktatás,feladat,
4762,tűzvédelmi oktatás,feladat,
4766,hasonló területen szerzett tapasztalat,elvaras,
4769,adminisztratív ismeretek,elvaras,
4771,szállodai tapasztalat,elvaras,
4772,idegenforgalmi szakvégzettség,elvaras,
4773,szállodai szakvégzettség,elvaras,
4776,recepciós gyakorlat,elvaras,
4777,vendéglátási tapasztalat,elvaras,
4779,vendégfogadás és tájékoztatás,feladat,
4780,be- és kijelentkeztetés,feladat,
4781,telefonos és e-mailes ügyintézés,feladat,
4784,vendégfogadás és érkeztetés,feladat,
4785,szállodai szoftver kezelése,eszkoz,
4786,szállodai értékesítési felületek kezelése,eszkoz,
4788,szállodai sztenderdek ismerete,elvaras,
4795,számlák szkennelése,feladat,
4796,postázás előkészítése,feladat,
4798,futárkezelés,feladat,
4799,általános asszisztencia,feladat,
4805,vendéglátás,feladat,
4810,bejárások szervezése,feladat,
4811,kapcsolattartás,feladat,
4812,hibabejelentések kezelése,feladat,
4814,angol nyelv társalgási szintje,elvaras,
4815,MS Word haladó szintű ismerete,eszkoz,
4816,MS Excel haladó szintű ismerete,eszkoz,
4817,MS PowerPoint haladó szintű ismerete,eszkoz,
4818,jó kommunikációs készség,soft,
4820,rendszerkezelés,feladat,
4823,logisztikai adminisztráció,feladat,
4826,értékesítési adminisztráció,feladat,
4827,ajánlatok és megrendelések kezelése,feladat,
4830,check-in és check-out folyamatok,feladat,
4834,irodai adminisztráció,feladat,
4835,vezetői asszisztencia,feladat,
4839,Microsoft Word,eszkoz,
4840,Microsoft Excel,eszkoz,
4841,Microsoft Outlook,eszkoz,
4844,munkabíró képesség,soft,
4845,pontoság,soft,
4849,elektronikai ipar ismerete,elvaras,
4852,kimutatások és riportok készítése,feladat,
4853,Microsoft Office 365,eszkoz,
4854,5 év szakmai tapasztalat asszisztensi munkakörben,elvaras,
4855,szállítási dokumentáció készítése,feladat,
4856,áruösszekészítés koordinálása,feladat,
4857,fuvartáblázat vezetése,feladat,
4858,vevői leltár elvégzése,feladat,
4859,vevőkommunikáció,soft,
4861,jelentések és kimutatások készítése,feladat,
4862,értekezlet- és utazásszervezés,feladat,
4863,személyi titkári feladatok,feladat,
4866,partnerkapcsolat-kezelés,feladat,
4870,tárgyalók foglalása,feladat,
4871,dokumentumkezelés,feladat,dokumentációkezelés
4872,postázás és postai iktatás,feladat,
4873,fénymásolás,feladat,
4874,szkennelés,feladat,
4875,nyomtatás,feladat,
4876,beszerzéskezelés,feladat,
4877,nyomdai anyagok kezelése,feladat,
4878,páciensekkel való kommunikáció,soft,
4879,számlák kiállítása,feladat,
4880,munkaszerződések kiállítása,feladat,
4881,könyvelés előkészítése,feladat,
4882,vállalati levelezés kezelése,feladat,
4883,logisztikai szoftverek kezelése,eszkoz,
4885,logisztikai folyamatok megértése,elvaras,
4886,digitális rendszerek kezelése,eszkoz,
4888,tárgyalók előkészítése,feladat,
4889,coworking tér karbantartása,feladat,
4891,nappali tagozatos hallgatói jogviszony,elvaras,
4892,vámügyintézés,feladat,
4893,logisztikai folyamatok kezelése,feladat,
4895,nemzetközi háttér ismerete,elvaras,
4896,kezeléstervező csapattal való együttműködés,soft,
4897,gyártási folyamatok nyomon követése,feladat,
4898,számlák és előlegbekérők kiállítása,feladat,
4900,adatkezelés vállalati rendszerekben,feladat,
4904,jegyzőkönyv vezetés,feladat,
4913,szállodai recepció,feladat,
4915,nemzetközi kommunikáció,soft,
4923,raktározási tapasztalat,elvaras,
4929,repülőjegy ügyintézés,feladat,
4930,foglalási rendszer kezelése,eszkoz,
4933,banki tranzakciók ellenőrzése,feladat,
4937,front office menedzsment,feladat,
4943,angol nyelvtudás (alapszint),elvaras,
4945,dokumentumrendszerezés,feladat,
4947,SharePoint,eszkoz,
4960,szállítási dokumentáció,feladat,
4961,számítógép használata,eszkoz,
4965,irodai folyamatok ismerete,elvaras,
4966,postai levelek kezelése,feladat,
4968,e-mailek megválaszolása,feladat,
4969,kapcsolattartás partnerekkel és ügyfelekkel,feladat,
4971,dokumentumok szerkesztése,feladat,
4974,könyvelés-előkészítés,feladat,
4975,megrendelések és számlák rögzítése,feladat,
4977,vendégszolgálat,soft,
4979,projektmenedzsment,feladat,
4983,időadminisztráció,feladat,
4984,beszerzések koordinálása,feladat,
4988,vezetői támogatás,feladat,
4991,vendégek fogadása,feladat,
4993,irodatér konyháinak ellenőrzése,feladat,
4997,fizikai munka,feladat,
5001,levelezés idegen nyelven,feladat,
5003,számítógép-kezelés,eszkoz,
5006,irodavezetés,feladat,
5007,személyi asszisztencia,feladat,
5008,adminisztratív koordináció,feladat,
5010,felsőfokú végzettség,elvaras,
5014,rendszerszemlélet,soft,
5015,Excel táblázatkezelés,eszkoz,
5017,raktárprogram kezelése,eszkoz,
5020,pénzügyi adminisztráció,feladat,
5023,office management,feladat,
5024,irodai ellátmányok kezelése,feladat,
5026,irodai asszisztencia,feladat,
5027,feladatkezelés,soft,
5030,számlakezelés,feladat,
5031,pénztárgép analitika,eszkoz,
5034,pénztáregyeztetés,feladat,
5037,értékesítési elemzés,feladat,
5039,szállítási folyamatok koordinációja,feladat,
5041,adatellenőrzés,feladat,
5043,szkenneléstechnika,eszkoz,
5044,betöltött 18. életév,elvaras,
5045,közösségi média moderálása,feladat,
5046,szövegszerkesztés,feladat,
5047,személyi asszisztensi feladatok,feladat,
5050,kezdeményezőkészség,soft,
5052,megoldásorientált hozzáállás,soft,
5053,front office irányítás,feladat,
5054,vendégkapcsolat-kezelés,feladat,
5055,csapatkoordináció,soft,
5056,szállodai üzemeltetés ismerete,elvaras,
5057,ügyvezetési feladatok szervezése,feladat,
5058,céges és privát ügyek koordinálása,feladat,
5064,nagykereskedelem ismerete,elvaras,
5066,flottakezelés,feladat,
5067,SAP számlakezelés,elvaras,
5070,szállítmányok kezelése,feladat,
5071,vezetőüléses targoncás jogosítvány,elvaras,
5078,logisztikai folyamatfejlesztés,feladat,
5079,technológiai ismeretek,elvaras,
5081,irodai ügyintézés,feladat,
5082,iroda tisztántartása,feladat,
5083,asszisztensi munka,feladat,
5084,back office adminisztráció,feladat,
5087,támogató légkörben való munkavégzés,soft,
5090,iroda napi működésének koordinálása,feladat,
5091,HR-adminisztráció,feladat,
5092,marketing és kommunikációs folyamatok koordinálása,feladat,
5099,gimnáziumi vagy szakközépiskolai végzettség,elvaras,
5101,szállodai vendégszolgálat,feladat,
5106,front office vezetés,feladat,
5107,csapatvezető tapasztalat,elvaras,
5109,szállodai operációk ismerete,elvaras,
5110,vezetői készségek,soft,
5111,pénzügyi-számviteli munka,feladat,
5112,hatóságokkal való kapcsolattartás,feladat,
5113,házipénztár kezelése,feladat,
5114,cégvezetői asszisztensi feladatok,feladat,
5115,iratok iktatása és postázása,feladat,
5116,telefonkezelés és email-kezelés,feladat,
5118,posta iktatása és kezelése,feladat,
5120,vezetői asszisztensi munka,feladat,
5123,építőipari ismeretek,elvaras,
5125,logisztikai folyamatok ismerete,feladat,
5126,rendszerek teljesítménymonitorozása,feladat,
5127,access management támogatása,feladat,
5128,irodai környezetben szerzett tapasztalat,elvaras,
5129,jelöltirányítás,feladat,
5132,pénzügyi munkafolyamatok kezelése,feladat,
5133,logisztikai munkafolyamatok kezelése,feladat,
5137,2-5 év szakmai tapasztalat,elvaras,
5138,CRP-rendszer kezelése,eszkoz,
5139,számlák ellenőrzése és kontrollja,feladat,
5140,számviteli folyamatok támogatása,feladat,
5141,kommunikáció adóhatósággal és könyvelővel,feladat,
5143,mérnöki csapat koordinálása,feladat,
5146,koordinációs tapasztalat,elvaras,
5147,back office ismeretek,elvaras,
5148,partnercégek kapcsolattartása,feladat,
5151,munkaerő-kölcsönzés adminisztrációja,feladat,
5154,5 év ügyvédi irodai tapasztalat,elvaras,
5160,napi adminisztratív feladatok koordinálása,feladat,
5161,személyzeti adminisztráció,feladat,
5165,adminisztratív működés biztosítása,feladat,
5166,pénzügyi asszisztencia,feladat,
5167,pénzügyi vezető támogatása,feladat,
5174,iratkezelés,feladat,
5178,adaptabilitas,soft,
5182,gyakorlati tapasztalat szerzése,elvaras,
5185,támogató attitűd,soft,
5186,szállítmányok szervezése,feladat,
5187,fuvarozók kiválasztása,feladat,
5188,ajánlatkérés és értékelés,feladat,
5189,fuvarlevél kezelése,feladat,
5190,szállítmánykövető rendszer kezelése,feladat,
5199,beszerzések lebonyolítása,feladat,
5200,beszállítói kapcsolattartás,feladat,
5201,szállítások koordinálása,feladat,
5204,partneri kapcsolattartás,feladat,
5209,meetingek koordinálása,feladat,
5211,iroda koordinálása,feladat,
5212,adminisztratív feladatok irányítása,feladat,
5213,számlázási folyamatok kezelése,feladat,
5216,vezetési készség,soft,
5217,back office menedzsment,feladat,
5227,raktári feladatok,feladat,
5230,termékek rendszerezése,feladat,
5232,szállítmányok előkészítése,feladat,
5233,árukiadás adminisztrálása,feladat,
5234,termékinformációk kezelése,feladat,
5236,ügyfélkapcsolatok ápolása,feladat,
5239,ügyféligények feltérképezése,feladat,
5241,kapcsolatteremtés,soft,
5242,multinacionális környezetben való munka,soft,
5244,operatív támogatás,feladat,
5247,munkaügyi adminisztráció,feladat,
5248,nyilvántartások kezelése,feladat,
5249,jogszabályi ismeretek,elvaras,
5250,telefonos ügyfélkommunikáció,feladat,
5252,beérkező hívások kezelése,feladat,
5255,ügyfélkérések továbbítása,feladat,
5257,nemzetközi vállalati környezet,soft,
5258,raktári anyagkezelő rendszer kezelése,eszkoz,
5259,vállalati rendszerek kezelése,eszkoz,
5260,minőségi áruátvétel,feladat,
5261,mennyiségi áruátvétel,feladat,
5263,palettázás,feladat,
5265,csomagolás összeállítása,feladat,
5266,logisztikai partnerségek koordinálása,feladat,
5270,IT megoldások ismerete,elvaras,
5273,csatorna-menedzsment,feladat,
5275,árubevételezés adminisztrációja,feladat,
5276,csomagolóanyag-szükséglet kalkulációja,feladat,
5277,megrendelés-nyomon követés,feladat,
5280,leltáradminisztráció,feladat,
5281,angol nyelv szóban,elvaras,
5282,angol nyelv írásban,elvaras,
5283,magyar nyelv szóban,elvaras,
5284,magyar nyelv írásban,elvaras,
5285,MS Excel,eszkoz,
5286,MS Word,eszkoz,
5287,érettségi végzettség,elvaras,
5288,technológiafejlesztés,feladat,
5289,mobilitási megoldások,elvaras,
5290,ipari technológia,elvaras,
5293,teljes körű könyvelés,feladat,
5294,adóbevallás előkészítése,feladat,
5297,mindennapi könyvelési feladatok,feladat,
5301,pénzügyi ügyintézés,feladat,
5302,munkaügyi ügyintézés,feladat,
5303,emissziós és immissziós ismeretek,elvaras,
5304,munkahigiénia ismeretek,elvaras,
5305,forecast készítés,feladat,
5306,hó végi zárás,feladat,
5307,budget tervezés,feladat,
5309,döntés előkészítés,feladat,
5310,belső ellenőrzés,feladat,
5311,ad-hoc elemzések,feladat,
5312,könyvelői támogatás,feladat,
5313,számviteli események rögzítése,feladat,
5314,7-10+ év számviteli tapasztalat,elvaras,
5315,"nemzetközi, multi-entitás szervezetek ismerete",elvaras,
5316,pénzügyi konszolidáció,feladat,
5317,US GAAP,elvaras,
5318,magyar számviteli szabályok,elvaras,
5319,IFRS,elvaras,
5321,minimum 5 év bérszámfejtési tapasztalat,elvaras,
5322,bér- és TB ügyintéző végzettség,elvaras,
5324,analitikus nyilvántartások vezetése,feladat,
5325,adóbevallások,feladat,
5326,mérlegképes könyvelő végzettség,elvaras,
5327,ÁFA bevallás,feladat,
5328,bejövő számlák kezelése,feladat,
5329,előlegbeszámítás,feladat,
5330,folyószámla ellenőrzés,feladat,
5331,adatszolgáltatás készítése,feladat,
5334,kettős könyvvitel,feladat,
5335,adózási tanácsadás,feladat,
5336,gazdasági támogatás nyújtása,feladat,
5337,könyvelési feladatok,feladat,
5338,nyelvtudás,elvaras,
5339,pénzügyi folyamatok optimalizálása,feladat,
5341,könyvelési adminisztráció,feladat,
5343,pénzügyi alapismeretek,elvaras,
5344,valutaváltás intézése,feladat,
5349,HR folyamatok ismerete,elvaras,
5354,könyvvizsgálati alapismeretek,elvaras,
5357,online szoftverek kezelése,elvaras,
5361,KIRA rendszer ismerete,elvaras,
5362,Kjt. ismerete,elvaras,
5365,svájci bérszámfejtés,feladat,
5366,payroll adminisztráció,feladat,
5367,nemzetközi szabályozások ismerete,elvaras,
5371,TB ellátások kezelése,feladat,
5372,hatósági kommunikáció,feladat,
5373,nagyobb csapatok kezelése,elvaras,
5375,UK payroll feldolgozása,feladat,
5376,payroll validálás,feladat,
5379,proaktív hozzáállás,soft,
5380,folyamatos fejlesztés,soft,
5387,szakirányú diploma,elvaras,
5389,cseh nyelvtudás,elvaras,
5390,pénzügyi műveletek,feladat,
5392,jelentéskészítés,feladat,
5401,Kulcs program,eszkoz,
5405,bérek és juttatások kiszámítása,feladat,
5407,bér- és személyügyi adatok nyilvántartása,feladat,
5412,home office,elvaras,
5418,HR Shared Service Center tapasztalat,elvaras,
5424,gazdasági ismeretek,elvaras,
5426,könyvvizsgálat,feladat,
5432,könyvelési ismeretek,elvaras,
5435,bérelszámolás,feladat,
5437,TB ügyintézői végzettség,elvaras,
5443,személyzeti ügyintézés,feladat,
5446,társasházi könyvelés,feladat,
5448,ingatlankezelési ismeretek,elvaras,
5453,bér- és TB ügyintézői végzettség,elvaras,
5457,szoftveres megoldások alkalmazása,eszkoz,
5460,payroll műveletek,feladat,
5463,diszkréció,soft,
5467,bérjelentések készítése,feladat,
5471,HR-szolgáltatások ismerete,elvaras,
5473,bérszámfejtési folyamat kezelése,feladat,
5474,magyar munkaügyi jogszabályok ismerete,elvaras,
5475,társadalombiztosítási ismeretek,elvaras,
5479,éves árbevétel- és költségtervek készítése,feladat,
5480,terv-tény elemzés,feladat,
5481,forecast folyamat támogatása,feladat,
5482,eredménykimutatás elemzése,feladat,
5484,dán bérszámfejtés,elvaras,
5486,Nexon bérprogram kezelése,eszkoz,
5487,bérprogram felhasználói szintű ismerete,elvaras,
5489,letiltás kezelése,feladat,
5490,munkajogi jogszabályok ismerete,elvaras,
5491,időbér számfejtés,feladat,
5492,08-as bevallás kezelése,feladat,
5493,MMK-s munkavállalók kedvezményeinek ismerete,elvaras,
5499,humánszolgáltatási ügyintézés,feladat,
5502,bérszámfejtési előtanulmányok,elvaras,
5503,HR Shared Service Center munka,feladat,
5504,mérlegszámla egyeztetése,feladat,
5505,belső kontrollok alkalmazása,feladat,
5506,compliance követelmények ismerete,elvaras,
5507,spanyol nyelvismeret,elvaras,
5508,pénzügyi számvitel ismeretek,elvaras,
5509,számviteli bizonylatok rögzítése,feladat,
5510,könyvelési rendszer kezelése,eszkoz,
5511,könyvelési alapismeretek,elvaras,
5514,számvitel szakos végzettség,elvaras,
5515,pénzügyi gyakorlat szerzése,feladat,
5518,számviteli ismeretek,elvaras,
5522,pénzügyi kontrolling,feladat,
5523,költségvetés-tervezés,feladat,
5528,pénzügyi számvitel,feladat,
5529,IFRS szabályok,elvaras,
5530,havi zárás,feladat,
5531,SAP vagy hasonló ERP,eszkoz,
5535,GAAP vagy IFRS,elvaras,
5537,pénzügyi riportok készítése,feladat,
5542,számviteli csapatvezető tapasztalat,elvaras,
5544,IFRS ismeretek,elvaras,
5557,munkaszerződés kezelése,feladat,
5558,szociális hozzájárulási adó,feladat,
5559,bérszámfejtő szoftver,eszkoz,
5562,munkavállalói juttatások kezelése,feladat,
5563,nemzetközi bérszámfejtés,elvaras,
5571,strukturált gondolkodás,soft,
5584,audit,feladat,
5585,kommunikációképesség,soft,
5587,Dolphin számlázó program,eszkoz,
5588,ComboSoft könyvelő program,eszkoz,
5589,ComboSoft eszköznyilvántartó program,eszkoz,
5590,pénzügyi szakirányú végzettség,elvaras,
5591,építőipari tapasztalat,elvaras,
5592,egyedi és csoportos hibaelhárítás,feladat,
5597,WINDOWS kezelése,eszkoz,
5598,MS Office használata,eszkoz,
5601,villamos feltételek biztosítása,feladat,
5602,gyártási folyamatok támogatása,feladat,
5603,villanyszerelői végzettség,elvaras,
5605,szakipari munkák végzése,feladat,
5610,napelem szerelése,feladat,
5611,megújuló energiaforrások ismerete,elvaras,
5612,hőszivattyú szerelése,feladat,
5613,villamos rendszerek kiépítése,feladat,
5614,társasházak villamos munkái,feladat,
5615,csarnokok villamos munkái,feladat,
5616,ipari létesítmények villamos munkái,feladat,
5617,épületautomatizálás,feladat,
5618,okosotthon-projektek,feladat,
5621,villanyszerelési munkák végrehajtása,feladat,
5622,munkaterület üzemvitelének biztosítása,feladat,
5627,elektromos berendezések karbantartása,feladat,
5636,anyagok ismerete,elvaras,
5637,gépek magabiztos kezelése,eszkoz,
5639,világítási rendszerek korszerűsítése,feladat,
5640,kábelhúzás,feladat,
5641,neon világítás szerelése,feladat,
5643,ipari gépek karbantartása,feladat,
5644,élelmiszeripari gépek karbantartása,feladat,
5645,karbantartási feladatok szervezése,feladat,
5647,elektromos hibák elhárítása,feladat,
5648,épület működésének biztosítása,feladat,
5650,erősáramú szakképesítés,elvaras,
5651,alállomás kezelői végzettség (KÖF),elvaras,
5653,villanyszerelő szakmunkás végzettség,elvaras,
5654,munkák dokumentálása,feladat,
5655,műszakvezető utasításainak végrehajtása,feladat,
5656,háromműszak vállalása,elvaras,
5657,ipari berendezések javítása,feladat,
5658,több éves munkatapasztalat,elvaras,
5659,német szakmai nyelvtudás,elvaras,
5662,középfeszültségű berendezések kezelése (20 kV),feladat,
5663,középfeszültségű berendezések karbantartása (20 kV),feladat,
5664,középfeszültségű berendezések javítása (20 kV),feladat,
5665,villamos energia ellátási feladatok végrehajtása,feladat,
5666,adat- és hálózattechnikai szerelés,feladat,
5667,médiatechnikai munka,feladat,
5669,alállomási berendezések karbantartása,feladat,
5671,mobil karbantartási feladatok,feladat,
5672,adminisztrációs feladatok ellátása,feladat,
5678,osztrák munkaszerződés alapján történő munkavégzés,elvaras,
5680,gyengeáramú villanyszerelés,feladat,
5681,kábelezés,feladat,
5682,csövezés,feladat,
5687,szerelvényezés,feladat,
5688,felújítási munkák,feladat,
5689,új kivitelezések,feladat,
5690,víz-gáz-fűtésszerelés,feladat,
5696,világítás korszerűsítés,feladat,
5698,neon világítás csere LED-re,feladat,
5699,kábelnyomvonalak építése,feladat,
5700,erősáramú elektrotechnika,elvaras,
5701,ipari projektmunkák,feladat,
5704,karbantartási villanyszerelés,feladat,
5705,lakatos munkák,elvaras,
5707,csapatban való gondolkodás,soft,
5710,tálcázás,feladat,
5717,villanyszerelési munkák elvégzése,feladat,
5723,műszaki problémák elhárítása,feladat,
5724,folyamatok dokumentálása,feladat,
5725,kollégák támogatása,soft,
5726,villanyszerelő vagy elektronikai műszerész vagy mechatronikai végzettség,elvaras,
5727,3-5 év szakmai tapasztalat,elvaras,
5728,ipari villamos kivitelezési munkák,feladat,
5731,gyártósori gépek beállítása,feladat,
5732,gyártósori gépek működtetése,feladat,
5733,automatizált munkakörnyezetben való munka,soft,
5734,gyártósori gépek karbantartása,feladat,
5735,elektromos karbantartás,feladat,
5737,vésés,feladat,
5740,lámpázás,feladat,
5741,elosztók és kapcsolószekrények gyártása,feladat,
5742,rajzolvasás,feladat,
5743,Microsoft Office programok,eszkoz,
5744,villanyszerelő tanonc vagy 3-5 éves szakmai tapasztalat,elvaras,
5747,helyszíni kábel és csőbekötés,feladat,
5748,terepi készülékek telepítése,feladat,
5749,műszerek telepítése,feladat,
5750,EPH rendszerek kiépítése,feladat,
5751,villámvédelmi rendszerek kiépítése,feladat,
5753,2 év releváns szakmai tapasztalat,elvaras,
5755,utazási hajlandóság,soft,
5757,német munkaerőpiaci ismeretek,soft,
5759,folyamatos üzemvitel biztosítása,feladat,
5760,karbantartás és javítás,feladat,
5769,villanyszerelési munkavégzés,feladat,
5771,4 év tapasztalat,elvaras,
5773,négy műszakos munkarend vállalása,elvaras,
5774,rendszerek ellenőrzése és felügyelete,feladat,
5775,karbantartási dokumentációk vezetése,feladat,
5777,ingatlanüzemeltetés,feladat,
5778,karbantartás,feladat,
5779,rajzról önálló munkavégzés,elvaras,
5781,lakossági villanyszerelés,elvaras,
5782,társasházi alapszerelés,feladat,
5783,irodaház szerelés,feladat,
5784,csarnokszerelés,feladat,
5788,magasban történő munkavégzés,elvaras,
5790,új fogyasztók hálózatra kapcsolása,feladat,
5791,készenlét tartása,feladat,
5794,épületvillamossági alapszerelés,elvaras,
5800,középfeszültség-technika,elvaras,
5801,napelemes rendszerek telepítése,elvaras,
5802,komplex projektek,feladat,
5803,nagy volumenű projektek,feladat,
5806,villamos hálózat kezelés,elvaras,
5807,helyismereti vizsga,elvaras,
5808,munkavédelmi előírások betartása,feladat,
5809,környezetvédelmi előírások betartása,feladat,
5810,tűzvédelmi előírások betartása,feladat,
5812,elektromos szekrények építése,feladat,
5813,elektromos szekrények telepítése,feladat,
5815,terv olvasása,elvaras,
5816,strukturált munkavégzés,soft,
5821,2-3 év szakmai tapasztalat,elvaras,
5822,német nyelvtudás (A2-B1 szint),elvaras,
5827,villanyszerelő középfokú műszaki végzettség,elvaras,
5828,KÖF vizsga,elvaras,
5829,minimum 1 év szakmai tapasztalat,elvaras,
5831,létesítményi hibák javítása,feladat,
5832,probléma megoldás,soft,
5833,villanyszerelő (EBF/VBF szakirány),elvaras,
5834,konténerek villanyszerelő munkálatai,feladat,
5835,konténerek belső elektromos hálózatának kiépítése,feladat,
5837,villamos kapcsolószekrények gyártása,feladat,
5838,villamos berendezések bekötése,feladat,
5839,villamos berendezések tesztelése,feladat,
5840,kábelek gyártása,feladat,
5841,épületvillamossági feladatok elvégzése,feladat,
5843,hibakeresés és hibaelhárítás,feladat,
5844,műszaki dokumentáció olvasása,elvaras,
5847,munkafázisok betartása,soft,
5851,villanyszerelő szakmunkás bizonyítvány,elvaras,villanyszerelő végzettség
5854,műszaki berendezések ismerete és kezelése,elvaras,
5855,műszaki fejlesztési projektek,feladat,
5857,elektrotechnikus végzettség,elvaras,
5859,készenléti feladatok,feladat,
5860,villamos meghibásodások feltárása,feladat,
5861,műanyagipari üzem ismerete,elvaras,
5862,karbantartó villanyszerelői munka,feladat,
5864,elektromos gépek szerelése,feladat,
5865,elektromos készülékek karbantartása,feladat,elektromos rendszerek karbantartása
5866,elektromos berendezések javítása,feladat,
5867,erős és gyengeáramú villamos hálózatok karbantartása,feladat,
5868,berendezések beüzemelése,feladat,
5869,javítási és karbantartási dokumentáció vezetése,feladat,karbantartási dokumentálás
5870,összeszerelési munkák,feladat,
5872,épületgépészet,feladat,
5874,műszaki paraméterek ellenőrzése,feladat,műszaki paraméterek felügyelete
5875,berendezések karbantartása,feladat,
5876,üzemzavar elhárítás,feladat,
5878,villanyszerelési feladatok,feladat,villanyszerelés
5879,szakirányú szakmunkás bizonyítvány,elvaras,szakképzettség
5880,OKJ végzettség,elvaras,
